image,expected_text,predicted_v1,predicted_v2,detected,score,v1_exact_match,v2_exact_match,v1_char_accuracy,v2_char_accuracy,better_model,bbox,output_image
0107710727969-92_85-326&508_512&578-522&575_333&570_324&510_513&515-0_0_15_31_11_25_24-117-18.jpg,皖AR7M10,皖AR7M10,皖AR7M10,True,0.8071,True,True,1.0,1.0,same,"[317, 506, 527, 579]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0107710727969-92_85-326&508_512&578-522&575_333&570_324&510_513&515-0_0_15_31_11_25_24-117-18.jpg
010783045977-95_76-272&568_447&650-461&658_281&632_268&565_448&591-0_0_21_32_32_29_10-145-12.jpg,皖AX885L,皖AX885L,皖AX885L,True,0.8087,True,True,1.0,1.0,same,"[268, 568, 460, 652]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\010783045977-95_76-272&568_447&650-461&658_281&632_268&565_448&591-0_0_21_32_32_29_10-145-12.jpg
010787835249-90_91-244&585_463&649-470&655_246&650_249&572_473&577-0_0_22_25_1_32_32-142-6.jpg,皖AY1B88,皖AY1B88,皖AY1B88,True,0.8254,True,True,1.0,1.0,same,"[234, 573, 479, 655]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\010787835249-90_91-244&585_463&649-470&655_246&650_249&572_473&577-0_0_22_25_1_32_32-142-6.jpg
0107974137931-88_89-226&544_430&621-440&624_222&616_214&542_432&550-0_0_4_13_26_26_26-154-13.jpg,皖AEP222,皖AEP222,皖AEP222,True,0.8256,True,True,1.0,1.0,same,"[207, 542, 445, 623]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0107974137931-88_89-226&544_430&621-440&624_222&616_214&542_432&550-0_0_4_13_26_26_26-154-13.jpg
0107974137931-90_91-234&493_417&550-422&558_234&558_232&482_420&482-0_0_10_3_31_31_31-160-21.jpg,皖ALD777,皖ALD777,皖ALD777,True,0.806,True,True,1.0,1.0,same,"[225, 484, 425, 553]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0107974137931-90_91-234&493_417&550-422&558_234&558_232&482_420&482-0_0_10_3_31_31_31-160-21.jpg
0107974137931-90_91-319&462_517&520-522&529_328&521_330&457_524&465-0_0_19_29_28_24_31-155-20.jpg,皖AV5407,皖AV5407,皖AV5407,True,0.8071,True,True,1.0,1.0,same,"[318, 457, 531, 530]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0107974137931-90_91-319&462_517&520-522&529_328&521_330&457_524&465-0_0_19_29_28_24_31-155-20.jpg
0108045977012-97_85-309&486_464&556-472&559_299&538_303&480_476&501-0_0_30_31_3_31_31-126-38.jpg,皖A67D77,皖A67D77,皖A67D77,True,0.8161,True,True,1.0,1.0,same,"[290, 476, 482, 561]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0108045977012-97_85-309&486_464&556-472&559_299&538_303&480_476&501-0_0_30_31_3_31_31-126-38.jpg
0108177681992-96_76-196&522_360&598-369&608_196&582_184&515_357&541-0_0_30_27_33_27_25-128-21.jpg,皖A63931,皖A63931,皖A63931,True,0.7973,True,True,1.0,1.0,same,"[177, 512, 380, 609]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0108177681992-96_76-196&522_360&598-369&608_196&582_184&515_357&541-0_0_30_27_33_27_25-128-21.jpg
0108512931034-90_89-259&484_446&539-442&546_268&540_271&479_445&485-0_0_3_2_24_28_27-151-29.jpg,皖ADC043,皖ADC043,皖ADC043,True,0.8125,True,True,1.0,1.0,same,"[258, 476, 450, 547]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0108512931034-90_89-259&484_446&539-442&546_268&540_271&479_445&485-0_0_3_2_24_28_27-151-29.jpg
0108536877395-90_86-135&529_333&601-330&592_145&596_144&531_329&527-0_0_17_31_3_30_29-22-12.jpg,皖AT7D65,皖AT7D65,皖AT7D65,True,0.7945,True,True,1.0,1.0,same,"[129, 528, 338, 597]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0108536877395-90_86-135&529_333&601-330&592_145&596_144&531_329&527-0_0_17_31_3_30_29-22-12.jpg
0108620689655-90_89-289&468_476&536-476&540_289&537_290&469_477&472-0_0_23_27_30_27_10-126-27.jpg,皖AZ363L,皖AZ363L,皖AZ363L,True,0.8123,True,True,1.0,1.0,same,"[280, 468, 481, 540]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0108620689655-90_89-289&468_476&536-476&540_289&537_290&469_477&472-0_0_23_27_30_27_10-126-27.jpg
0108620689655-91_86-291&489_474&561-479&560_289&560_290&487_480&487-0_0_12_32_30_24_10-137-24.jpg,皖AN860L,皖AN860L,皖AN860L,True,0.8116,True,True,1.0,1.0,same,"[282, 489, 486, 562]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0108620689655-91_86-291&489_474&561-479&560_289&560_290&487_480&487-0_0_12_32_30_24_10-137-24.jpg
0108656609195-89_92-225&291_405&356-400&343_235&353_232&298_397&288-0_0_2_23_33_33_33-92-24.jpg,皖ACZ999,皖ACZ999,皖ACZ999,True,0.7986,True,True,1.0,1.0,same,"[221, 283, 409, 355]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0108656609195-89_92-225&291_405&356-400&343_235&353_232&298_397&288-0_0_2_23_33_33_33-92-24.jpg
0108955938697-90_90-219&389_406&464-418&461_220&457_215&392_413&396-0_0_23_9_26_24_24-112-26.jpg,皖AZK200,皖AZK200,皖AZK200,True,0.814,True,True,1.0,1.0,same,"[208, 389, 423, 464]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0108955938697-90_90-219&389_406&464-418&461_220&457_215&392_413&396-0_0_23_9_26_24_24-112-26.jpg
0109027777778-85_85-214&493_384&564-383&552_223&567_203&510_363&495-0_0_24_31_25_5_26-79-21.jpg,皖A071F2,皖A071F2,皖A071F2,True,0.8089,True,True,1.0,1.0,same,"[198, 488, 388, 570]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0109027777778-85_85-214&493_384&564-383&552_223&567_203&510_363&495-0_0_24_31_25_5_26-79-21.jpg
0109027777778-92_88-208&564_388&634-383&635_202&633_206&563_387&565-0_0_24_32_1_29_27-145-40.jpg,皖A08B53,皖A08B53,皖A08B53,True,0.8204,True,True,1.0,1.0,same,"[192, 562, 390, 636]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0109027777778-92_88-208&564_388&634-383&635_202&633_206&563_387&565-0_0_24_32_1_29_27-145-40.jpg
0109291187739-90_91-294&505_481&582-482&583_288&574_290&495_484&504-0_0_20_28_24_24_11-107-23.jpg,皖AW400M,皖AW400M,皖AW400M,True,0.8245,True,True,1.0,1.0,same,"[284, 498, 492, 583]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0109291187739-90_91-294&505_481&582-482&583_288&574_290&495_484&504-0_0_20_28_24_24_11-107-23.jpg
0109710249042-90_91-238&393_439&469-433&457_242&462_250&405_441&400-0_0_22_14_31_24_27-77-28.jpg,皖AYQ703,皖AYQ703,皖AYQ703,True,0.7998,True,True,1.0,1.0,same,"[232, 393, 445, 467]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0109710249042-90_91-238&393_439&469-433&457_242&462_250&405_441&400-0_0_22_14_31_24_27-77-28.jpg
0109782088123-90_88-307&478_505&551-514&550_300&551_293&477_507&476-0_0_8_30_32_31_6-121-7.jpg,皖AJ687G,皖AJ687G,皖AJ687G,True,0.8178,True,True,1.0,1.0,same,"[287, 474, 519, 552]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0109782088123-90_88-307&478_505&551-514&550_300&551_293&477_507&476-0_0_8_30_32_31_6-121-7.jpg
0109913793103-89_92-250&452_437&519-448&521_254&525_250&457_444&453-0_3_32_25_32_31_31-119-17.jpg,皖D81877,皖D81877,皖D81877,True,0.8027,True,True,1.0,1.0,same,"[236, 455, 456, 527]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0109913793103-89_92-250&452_437&519-448&521_254&525_250&457_444&453-0_3_32_25_32_31_31-119-17.jpg
0109913793103-90_90-88&485_305&551-290&567_93&561_102&488_299&494-0_7_6_32_24_25_25-164-20.jpg,皖HG8011,皖HG8011,皖HG8011,True,0.8171,True,True,1.0,1.0,same,"[80, 487, 296, 570]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0109913793103-90_90-88&485_305&551-290&567_93&561_102&488_299&494-0_7_6_32_24_25_25-164-20.jpg
0109973659004-88_86-294&460_481&518-492&520_308&524_302&464_486&460-0_2_11_33_32_25_22-99-40.jpg,皖CM981Y,皖CM981Y,皖CM981Y,True,0.7998,True,True,1.0,1.0,same,"[293, 458, 497, 526]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0109973659004-88_86-294&460_481&518-492&520_308&524_302&464_486&460-0_2_11_33_32_25_22-99-40.jpg
0109973659004-90_90-246&466_451&527-453&533_242&529_240&458_451&462-0_0_30_20_32_25_31-173-19.jpg,皖A6W817,皖A6W817,皖A6W817,True,0.7981,True,True,1.0,1.0,same,"[232, 460, 461, 531]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0109973659004-90_90-246&466_451&527-453&533_242&529_240&458_451&462-0_0_30_20_32_25_31-173-19.jpg
0110201149425-88_92-225&504_402&579-407&565_220&579_227&511_414&497-0_6_22_2_31_26_33-126-23.jpg,皖GYC729,皖GYC729,皖GYC729,True,0.8163,True,True,1.0,1.0,same,"[207, 496, 417, 584]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0110201149425-88_92-225&504_402&579-407&565_220&579_227&511_414&497-0_6_22_2_31_26_33-126-23.jpg
0110416666667-90_87-219&457_417&516-412&521_227&521_230&454_415&454-0_0_22_18_33_33_25-143-38.jpg,皖AYU991,皖AYU991,皖AYU991,True,0.8154,True,True,1.0,1.0,same,"[216, 450, 422, 524]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0110416666667-90_87-219&457_417&516-412&521_227&521_230&454_415&454-0_0_22_18_33_33_25-143-38.jpg
0110524425288-90_90-261&496_442&560-443&555_268&562_265&503_440&496-0_0_0_4_24_24_27-92-9.jpg,皖AAE003,皖AAE003,皖AAE003,True,0.7929,True,True,1.0,1.0,same,"[255, 491, 455, 563]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0110524425288-90_90-261&496_442&560-443&555_268&562_265&503_440&496-0_0_0_4_24_24_27-92-9.jpg
0110560344828-89_89-294&408_485&481-479&471_301&476_301&414_479&409-0_0_5_29_29_29_16-177-25.jpg,皖AF555S,皖AF555S,皖AF555S,True,0.8148,True,True,1.0,1.0,same,"[289, 407, 487, 477]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0110560344828-89_89-294&408_485&481-479&471_301&476_301&414_479&409-0_0_5_29_29_29_16-177-25.jpg
0110560344828-90_82-223&608_410&674-419&673_233&675_210&604_396&602-0_0_9_33_25_27_22-119-40.jpg,皖AK913Y,皖AK913Y,皖AK913Y,True,0.8074,True,True,1.0,1.0,same,"[210, 600, 420, 676]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0110560344828-90_82-223&608_410&674-419&673_233&675_210&604_396&602-0_0_9_33_25_27_22-119-40.jpg
0110560344828-91_89-274&496_463&564-456&575_267&567_274&493_463&501-0_0_27_11_33_27_27-68-14.jpg,皖A3M933,皖A3M933,皖A3M933,True,0.8073,True,True,1.0,1.0,same,"[257, 490, 464, 570]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0110560344828-91_89-274&496_463&564-456&575_267&567_274&493_463&501-0_0_27_11_33_27_27-68-14.jpg
0110560344828-94_84-200&386_382&469-380&468_203&451_199&387_376&404-0_0_0_7_26_27_26-112-20.jpg,皖AAH232,皖AAH232,皖AAH232,True,0.817,True,True,1.0,1.0,same,"[189, 383, 388, 471]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0110560344828-94_84-200&386_382&469-380&468_203&451_199&387_376&404-0_0_0_7_26_27_26-112-20.jpg
011082375479-90_89-201&422_405&483-402&487_205&476_205&410_402&421-0_0_6_18_30_25_25-140-41.jpg,皖AGU611,皖AGU611,皖AGU611,True,0.8151,True,True,1.0,1.0,same,"[196, 410, 408, 488]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\011082375479-90_89-201&422_405&483-402&487_205&476_205&410_402&421-0_0_6_18_30_25_25-140-41.jpg
011091954023-90_80-251&527_484&589-476&596_245&601_243&529_474&524-0_0_17_26_32_27_32-118-32.jpg,皖AT2838,皖AT2838,皖AT2838,True,0.8205,True,True,1.0,1.0,same,"[227, 519, 486, 604]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\011091954023-90_80-251&527_484&589-476&596_245&601_243&529_474&524-0_0_17_26_32_27_32-118-32.jpg
0111111111111-88_95-304&409_469&478-480&476_307&483_309&417_482&410-0_0_1_26_33_26_30-196-14.jpg,皖AB2926,皖AB2926,皖AB2926,True,0.8076,True,True,1.0,1.0,same,"[297, 409, 486, 484]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0111111111111-88_95-304&409_469&478-480&476_307&483_309&417_482&410-0_0_1_26_33_26_30-196-14.jpg
0111135057471-90_91-290&525_496&589-494&589_288&590_288&517_494&516-0_0_3_24_24_27_9-135-19.jpg,皖AD003K,皖AD003K,皖AD003K,True,0.81,True,True,1.0,1.0,same,"[278, 515, 502, 593]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0111135057471-90_91-290&525_496&589-494&589_288&590_288&517_494&516-0_0_3_24_24_27_9-135-19.jpg
0111350574712-90_90-187&525_383&586-386&583_199&587_191&528_378&524-0_0_17_31_9_31_33-90-22.jpg,皖AT7K79,皖AT7K79,皖AT7K79,True,0.7931,True,True,1.0,1.0,same,"[183, 519, 392, 592]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0111350574712-90_90-187&525_383&586-386&583_199&587_191&528_378&524-0_0_17_31_9_31_33-90-22.jpg
0111350574712-90_91-113&531_322&599-325&598_109&600_110&533_326&531-0_0_12_31_25_24_12-70-21.jpg,皖AN710N,皖AN710N,皖AN710N,True,0.807,True,True,1.0,1.0,same,"[95, 526, 333, 603]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0111350574712-90_91-113&531_322&599-325&598_109&600_110&533_326&531-0_0_12_31_25_24_12-70-21.jpg
0111494252874-90_82-268&522_482&587-498&599_269&588_247&509_476&520-0_0_11_32_32_30_17-155-33.jpg,皖AM886T,皖AM886T,皖AM886T,True,0.8234,True,True,1.0,1.0,same,"[250, 513, 492, 590]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0111494252874-90_82-268&522_482&587-498&599_269&588_247&509_476&520-0_0_11_32_32_30_17-155-33.jpg
0111613984674-89_89-211&494_386&559-383&553_228&563_222&499_377&489-0_0_20_26_20_24_25-132-37.jpg,皖AW2W01,皖AW2W01,皖AW2W01,True,0.8081,True,True,1.0,1.0,same,"[208, 487, 389, 566]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0111613984674-89_89-211&494_386&559-383&553_228&563_222&499_377&489-0_0_20_26_20_24_25-132-37.jpg
0111685823755-90_92-209&534_394&610-399&601_222&600_224&537_401&538-0_0_30_32_11_32_33-117-26.jpg,皖A68M89,皖A68M89,皖A68M89,True,0.8114,True,True,1.0,1.0,same,"[208, 532, 408, 608]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0111685823755-90_92-209&534_394&610-399&601_222&600_224&537_401&538-0_0_30_32_11_32_33-117-26.jpg
0111805555555-92_85-256&379_424&440-423&449_260&432_251&367_414&384-0_0_19_22_32_30_32-130-26.jpg,皖AVY868,皖AVY868,皖AVY868,True,0.8057,True,True,1.0,1.0,same,"[248, 370, 425, 444]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0111805555555-92_85-256&379_424&440-423&449_260&432_251&367_414&384-0_0_19_22_32_30_32-130-26.jpg
0112320402298-90_87-273&521_488&584-483&583_271&586_272&518_484&515-0_0_10_26_3_24_31-108-16.jpg,皖AL2D07,皖AL2D07,皖AL2D07,True,0.8305,True,True,1.0,1.0,same,"[260, 512, 491, 589]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0112320402298-90_87-273&521_488&584-483&583_271&586_272&518_484&515-0_0_10_26_3_24_31-108-16.jpg
0112320402298-91_87-275&478_462&546-461&546_270&541_274&476_465&481-0_0_17_26_5_32_33-105-26.jpg,皖AT2F89,皖AT2F89,皖AT2F89,True,0.81,True,True,1.0,1.0,same,"[263, 473, 470, 548]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0112320402298-91_87-275&478_462&546-461&546_270&541_274&476_465&481-0_0_17_26_5_32_33-105-26.jpg
0112356321839-90_86-222&501_430&572-440&572_236&558_229&487_433&501-0_0_33_25_31_16_30-142-9.jpg,皖A917S6,皖A917S6,皖A917S6,True,0.8186,True,True,1.0,1.0,same,"[227, 488, 444, 573]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0112356321839-90_86-222&501_430&572-440&572_236&558_229&487_433&501-0_0_33_25_31_16_30-142-9.jpg
011247605364-93_79-183&487_351&566-357&565_200&554_185&491_342&502-0_0_1_29_33_25_5-130-30.jpg,皖AB591F,皖AB591F,皖AB591F,True,0.8053,True,True,1.0,1.0,same,"[179, 489, 361, 568]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\011247605364-93_79-183&487_351&566-357&565_200&554_185&491_342&502-0_0_1_29_33_25_5-130-30.jpg
01125-89_90-202&456_392&528-386&509_214&533_209&472_381&448-0_7_8_7_30_32_30-185-9.jpg,皖HJH686,皖HJH686,皖HJH686,True,0.809,True,True,1.0,1.0,same,"[194, 450, 392, 533]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\01125-89_90-202&456_392&528-386&509_214&533_209&472_381&448-0_7_8_7_30_32_30-185-9.jpg
0112547892721-90_91-259&507_463&580-465&574_263&574_263&506_465&506-0_0_1_26_33_33_24-194-9.jpg,皖AB2990,皖AB2990,皖AB2990,True,0.8181,True,True,1.0,1.0,same,"[250, 504, 474, 578]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0112547892721-90_91-259&507_463&580-465&574_263&574_263&506_465&506-0_0_1_26_33_33_24-194-9.jpg
0112547892721-90_92-246&549_476&608-456&620_243&612_246&549_459&557-0_0_15_27_0_32_30-95-13.jpg,皖AR3A86,皖AR3A86,皖AR3A86,True,0.8191,True,True,1.0,1.0,same,"[231, 543, 468, 623]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0112547892721-90_92-246&549_476&608-456&620_243&612_246&549_459&557-0_0_15_27_0_32_30-95-13.jpg
0112607758621-90_90-176&481_361&553-357&540_177&552_183&488_363&476-0_0_8_29_21_32_29-117-14.jpg,皖AJ5X85,皖AJ5X85,皖AJ5X85,True,0.8085,True,True,1.0,1.0,same,"[170, 478, 368, 553]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0112607758621-90_90-176&481_361&553-357&540_177&552_183&488_363&476-0_0_8_29_21_32_29-117-14.jpg
0112643678161-90_88-249&356_456&432-460&435_257&428_252&358_455&365-0_0_13_33_32_24_26-111-36.jpg,皖AP9802,皖AP9802,皖AP9802,True,0.8094,True,True,1.0,1.0,same,"[246, 357, 467, 429]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0112643678161-90_88-249&356_456&432-460&435_257&428_252&358_455&365-0_0_13_33_32_24_26-111-36.jpg
0112691570881-90_86-191&457_387&523-397&529_200&522_192&457_389&464-0_0_30_31_32_26_25-130-17.jpg,皖A67821,皖A67821,皖A67821,True,0.8079,True,True,1.0,1.0,same,"[189, 455, 401, 529]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0112691570881-90_86-191&457_387&523-397&529_200&522_192&457_389&464-0_0_30_31_32_26_25-130-17.jpg
0112835249042-94_87-334&506_493&566-493&571_336&555_339&503_496&519-0_0_19_29_29_33_31-110-46.jpg,皖AV5597,皖AV5597,皖AV5597,True,0.798,True,True,1.0,1.0,same,"[325, 498, 504, 573]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0112835249042-94_87-334&506_493&566-493&571_336&555_339&503_496&519-0_0_19_29_29_33_31-110-46.jpg
0112835249042-95_89-377&484_541&559-542&561_377&537_382&482_547&506-0_0_12_4_30_33_24-156-30.jpg,皖ANE690,皖ANE690,皖ANE690,True,0.8061,True,True,1.0,1.0,same,"[371, 481, 554, 560]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0112835249042-95_89-377&484_541&559-542&561_377&537_382&482_547&506-0_0_12_4_30_33_24-156-30.jpg
0112954980843-90_89-308&321_497&396-505&396_312&388_316&325_509&333-0_0_19_16_29_24_30-117-25.jpg,皖AVS506,皖AVS506,皖AVS506,True,0.8074,True,True,1.0,1.0,same,"[301, 320, 515, 399]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0112954980843-90_89-308&321_497&396-505&396_312&388_316&325_509&333-0_0_19_16_29_24_30-117-25.jpg
0112954980843-90_95-272&494_459&564-454&561_264&565_274&497_464&493-0_0_24_14_24_29_30-137-25.jpg,皖A0Q056,皖A0Q056,皖A0Q056,True,0.8149,True,True,1.0,1.0,same,"[254, 494, 466, 568]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0112954980843-90_95-272&494_459&564-454&561_264&565_274&497_464&493-0_0_24_14_24_29_30-137-25.jpg
0113026819924-94_80-281&455_460&527-465&542_279&524_276&456_462&474-0_0_12_27_29_30_7-175-30.jpg,皖AN356H,皖AN356H,皖AN356H,True,0.8099,True,True,1.0,1.0,same,"[271, 459, 466, 534]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0113026819924-94_80-281&455_460&527-465&542_279&524_276&456_462&474-0_0_12_27_29_30_7-175-30.jpg
0113146551724-90_88-251&506_446&576-446&566_260&578_262&509_448&497-0_0_8_33_33_33_27-112-14.jpg,皖AJ9993,皖AJ9993,皖AJ9993,True,0.8193,True,True,1.0,1.0,same,"[248, 499, 453, 580]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0113146551724-90_88-251&506_446&576-446&566_260&578_262&509_448&497-0_0_8_33_33_33_27-112-14.jpg
0113146551724-91_83-235&582_438&649-442&643_246&630_232&569_428&582-0_0_29_25_0_33_27-60-41.jpg,皖A51A93,皖A51A93,皖A51A93,True,0.8239,True,True,1.0,1.0,same,"[221, 562, 448, 645]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0113146551724-91_83-235&582_438&649-442&643_246&630_232&569_428&582-0_0_29_25_0_33_27-60-41.jpg
0113266283524-89_88-259&474_458&538-456&533_266&546_258&476_448&463-0_0_23_25_26_25_31-142-27.jpg,皖AZ1217,皖AZ1217,皖AZ1217,True,0.8139,True,True,1.0,1.0,same,"[251, 468, 458, 538]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0113266283524-89_88-259&474_458&538-456&533_266&546_258&476_448&463-0_0_23_25_26_25_31-142-27.jpg
0113577586207-90_89-255&569_451&636-454&640_264&636_267&566_457&570-0_0_7_30_2_26_30-125-31.jpg,皖AH6C26,皖AH6C26,皖AH6C26,True,0.8112,True,True,1.0,1.0,same,"[251, 565, 463, 636]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0113577586207-90_89-255&569_451&636-454&640_264&636_267&566_457&570-0_0_7_30_2_26_30-125-31.jpg
0113589559386-90_92-228&534_452&595-451&604_223&603_226&525_454&526-0_0_22_29_31_25_15-127-11.jpg,皖AY571R,皖AY571R,皖AY571R,True,0.8296,True,True,1.0,1.0,same,"[211, 523, 459, 607]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0113589559386-90_92-228&534_452&595-451&604_223&603_226&525_454&526-0_0_22_29_31_25_15-127-11.jpg
0113817049809-90_89-258&378_484&437-470&446_262&437_264&366_472&375-0_0_16_25_25_30_6-122-43.jpg,皖AS116G,皖AS116G,皖AS116G,True,0.8029,True,True,1.0,1.0,same,"[254, 370, 476, 439]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0113817049809-90_89-258&378_484&437-470&446_262&437_264&366_472&375-0_0_16_25_25_30_6-122-43.jpg
0113924808429-92_84-335&487_521&548-516&551_335&539_337&479_518&491-0_0_0_3_31_27_32-105-32.jpg,皖AAD738,皖AAD738,皖AAD738,True,0.8072,True,True,1.0,1.0,same,"[324, 475, 528, 552]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0113924808429-92_84-335&487_521&548-516&551_335&539_337&479_518&491-0_0_0_3_31_27_32-105-32.jpg
0114188218391-90_79-160&326_360&399-362&400_167&393_150&324_345&331-0_0_23_2_25_25_33-110-22.jpg,皖AZC119,皖AZC119,皖AZC119,True,0.8079,True,True,1.0,1.0,same,"[149, 324, 363, 399]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0114188218391-90_79-160&326_360&399-362&400_167&393_150&324_345&331-0_0_23_2_25_25_33-110-22.jpg
0114343869731-91_79-228&465_443&550-458&549_235&532_217&464_440&481-0_0_12_25_27_30_10-85-17.jpg,皖AN136L,皖AN136L,皖AN136L,True,0.8177,True,True,1.0,1.0,same,"[211, 462, 466, 553]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0114343869731-91_79-228&465_443&550-458&549_235&532_217&464_440&481-0_0_12_25_27_30_10-85-17.jpg
0114403735633-90_93-241&449_452&506-451&506_248&507_247&446_450&445-0_0_31_25_33_26_26-165-13.jpg,皖A71922,皖A71922,皖A71922,True,0.8092,True,True,1.0,1.0,same,"[236, 441, 460, 511]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0114403735633-90_93-241&449_452&506-451&506_248&507_247&446_450&445-0_0_31_25_33_26_26-165-13.jpg
0114583333333-92_85-289&458_463&528-469&531_294&515_287&452_462&468-0_0_27_26_31_26_27-116-18.jpg,皖A32723,皖A32723,皖A32723,True,0.8144,True,True,1.0,1.0,same,"[283, 453, 475, 533]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0114583333333-92_85-289&458_463&528-469&531_294&515_287&452_462&468-0_0_27_26_31_26_27-116-18.jpg
