image,expected_text,predicted_text,detected,score,gt_bbox,pred_bbox,bbox_iou,bbox_relative_error,bbox_error_le_10pct,exact_match,char_accuracy,brightness,scene_proxy,detect_time_ms,ocr_time_ms,total_time_ms
0129861111111-90_91-217&506_414&584-418&577_225&578_228&508_421&507-0_0_18_32_11_31_27-125-25.jpg,皖AU8M73,皖AU8M73,True,0.8172,"[217, 506, 414, 584]","[221, 508, 420, 579]",0.8677,0.0351,True,True,1.0,125,day_proxy,26.48,10.98,37.9
0129861111111-92_93-268&526_475&604-465&605_263&600_265&529_467&534-0_0_3_30_30_25_23-170-13.jpg,皖AD661Z,皖AD661Z,True,0.8165,"[268, 526, 475, 604]","[262, 530, 464, 603]",0.8628,0.0366,True,True,1.0,170,day_proxy,25.37,11.54,37.46
0130028735633-89_91-202&524_405&596-409&585_200&601_202&531_411&515-0_0_19_32_4_30_33-29-20.jpg,皖AV8E69,皖AV8E69,True,0.8273,"[202, 524, 405, 596]","[194, 518, 408, 602]",0.8131,0.0552,True,True,1.0,29,night_proxy,34.18,10.72,45.4
0130076628352-90_88-228&446_429&524-434&526_221&524_222&446_435&448-0_0_3_32_6_32_32-146-33.jpg,皖AD8G88,皖AD8G88,True,0.8342,"[228, 446, 429, 524]","[218, 448, 431, 524]",0.9208,0.0213,True,True,1.0,146,day_proxy,29.25,10.47,40.21
0130088601533-90_82-282&498_518&567-535&569_308&559_284&492_511&502-0_0_6_24_6_28_24-90-15.jpg,皖AG0G40,皖AG0G40,True,0.8176,"[282, 498, 518, 567]","[287, 490, 527, 567]",0.8467,0.0438,True,True,1.0,90,night_proxy,27.24,11.48,39.32
0130088601533-90_85-235&510_462&587-475&587_254&587_237&513_458&513-0_0_23_32_30_24_27-66-8.jpg,皖AZ8603,皖AZ8603,True,0.8158,"[235, 510, 462, 587]","[244, 513, 465, 584]",0.8749,0.0327,True,True,1.0,66,night_proxy,23.63,12.31,36.5
0130088601533-90_94-238&457_484&526-485&531_225&523_225&444_485&452-0_0_8_20_32_25_33-97-21.jpg,皖AJW819,皖AJW819,True,0.8268,"[238, 457, 484, 526]","[228, 450, 478, 521]",0.7932,0.0597,True,True,1.0,97,night_proxy,19.78,10.52,30.77
0130232279693-84_96-131&513_301&603-303&572_139&599_152&532_316&505-0_0_22_20_26_31_29-95-32.jpg,皖AYW275,皖AYW275,True,0.8248,"[131, 513, 301, 603]","[133, 514, 308, 599]",0.8984,0.0271,True,True,1.0,95,night_proxy,24.23,16.88,41.51
0130387931034-90_89-202&585_445&648-425&653_223&651_227&583_429&585-0_0_21_27_29_31_2-142-44.jpg,皖AX357C,皖AX357C,True,0.8083,"[202, 585, 445, 648]","[214, 581, 434, 652]",0.812,0.0554,True,True,1.0,142,day_proxy,26.24,10.49,37.28
0130387931034-92_79-312&485_517&567-526&561_319&550_302&475_509&486-0_0_10_30_8_29_32-126-32.jpg,皖AL6J58,皖AL6J58,True,0.838,"[312, 485, 517, 567]","[311, 478, 519, 562]",0.8534,0.0402,True,True,1.0,126,day_proxy,33.2,11.93,45.54
0130495689655-93_82-277&543_471&621-486&619_278&600_259&527_467&546-0_0_27_26_17_32_31-108-30.jpg,皖A32T87,皖A32T87,True,0.8377,"[277, 543, 471, 621]","[266, 531, 481, 620]",0.7728,0.0687,True,True,1.0,108,night_proxy,29.07,9.81,39.27
0130603448276-90_83-253&551_477&614-472&621_259&615_256&548_469&554-0_0_8_27_25_24_4-100-12.jpg,皖AJ310E,皖AJ310E,True,0.8327,"[253, 551, 477, 614]","[254, 549, 469, 622]",0.8329,0.0497,True,True,1.0,100,night_proxy,27.26,10.64,38.53
0130603448276-90_86-287&543_495&607-497&598_297&606_301&541_501&533-0_0_30_30_22_27_30-101-51.jpg,皖A66Y36,皖A66Y36,True,0.8071,"[287, 543, 495, 607]","[292, 534, 498, 606]",0.8329,0.0487,True,True,1.0,101,night_proxy,17.05,12.74,30.22
0130687260536-90_89-214&482_425&567-430&568_213&562_217&483_434&489-0_0_32_8_30_31_31-171-29.jpg,皖A8J677,皖A8J677,True,0.8308,"[214, 482, 425, 567]","[215, 486, 428, 563]",0.8901,0.0283,True,True,1.0,171,day_proxy,34.06,11.31,46.03
0130723180076-90_88-198&570_425&628-428&636_206&636_207&564_429&564-0_0_11_12_32_25_30-176-49.jpg,皖AMN816,皖AMN816,True,0.8153,"[198, 570, 425, 628]","[207, 565, 423, 633]",0.8174,0.0552,True,True,1.0,176,day_proxy,30.05,15.04,45.67
0130747126436-93_85-401&421_592&501-588&495_398&486_402&422_592&431-0_0_29_33_24_11_24-127-17.jpg,皖A590M0,皖A590M0,True,0.7986,"[401, 421, 592, 501]","[394, 421, 593, 495]",0.8905,0.0292,True,True,1.0,127,day_proxy,25.77,10.38,36.57
0130759099617-92_81-243&442_408&527-415&529_252&499_241&425_404&455-0_3_6_25_24_32_22-129-15.jpg,皖DG108Y,皖DG108Y,True,0.8174,"[243, 442, 408, 527]","[246, 439, 412, 525]",0.9051,0.0253,True,True,1.0,129,day_proxy,29.63,11.42,41.59
0131393678161-88_89-323&321_517&394-518&385_326&397_319&335_511&323-0_0_10_27_24_30_27-31-23.jpg,皖AL3063,皖AL3063,True,0.8112,"[323, 321, 517, 394]","[319, 323, 514, 397]",0.9022,0.0261,True,True,1.0,31,night_proxy,23.97,10.89,35.47
0131393678161-90_85-192&524_396&594-396&599_181&591_183&511_398&519-0_0_7_24_32_27_4-126-24.jpg,皖AH083E,皖AH083E,True,0.831,"[192, 524, 396, 594]","[179, 518, 391, 594]",0.8462,0.0435,True,True,1.0,126,day_proxy,23.89,10.94,35.4
0131465517241-90_91-291&461_480&542-487&534_300&538_301&470_488&466-0_0_26_31_2_24_30-151-31.jpg,皖A27C06,皖A27C06,True,0.8159,"[291, 461, 480, 542]","[298, 465, 485, 539]",0.859,0.0375,True,True,1.0,151,day_proxy,23.39,11.05,35.06
0131465517241-93_80-178&547_377&627-393&631_192&620_167&543_368&554-0_0_9_9_30_32_31-68-19.jpg,皖AKK687,皖AKK687,True,0.8032,"[178, 547, 377, 627]","[176, 548, 378, 621]",0.9001,0.0256,True,True,1.0,68,night_proxy,20.19,10.64,31.49
0131800766283-90_90-312&605_493&683-504&690_314&686_320&607_510&611-0_0_28_29_26_32_31-87-19.jpg,皖A45287,皖A45287,True,0.8361,"[312, 605, 493, 683]","[309, 608, 504, 691]",0.8115,0.0546,True,True,1.0,87,night_proxy,24.75,13.2,38.44
0131896551724-90_84-274&499_500&563-502&566_266&566_264&490_500&490-0_0_21_27_31_30_22-152-61.jpg,皖AX376Y,皖AX376Y,True,0.8197,"[274, 499, 500, 563]","[269, 491, 494, 559]",0.7969,0.059,True,True,1.0,152,day_proxy,19.16,12.25,31.81
0131896551724-90_95-302&464_533&531-519&530_294&532_299&460_524&458-0_0_27_22_32_26_26-89-17.jpg,皖A3Y822,皖A3Y822,True,0.8254,"[302, 464, 533, 531]","[298, 461, 516, 527]",0.8229,0.0488,True,True,1.0,89,night_proxy,22.89,11.49,34.94
0131896551724-98_77-277&465_454&555-460&560_270&528_262&456_452&488-0_0_3_24_10_31_24-145-13.jpg,皖AD0L70,皖AD0L70,True,0.8236,"[277, 465, 454, 555]","[267, 464, 455, 557]",0.9111,0.0239,True,True,1.0,145,day_proxy,31.65,10.55,42.74
0131992337165-90_90-271&445_514&510-514&517_278&523_279&451_515&445-0_0_7_27_27_32_7-155-33.jpg,皖AH338H,皖AH338H,True,0.8288,"[271, 445, 514, 510]","[276, 450, 503, 522]",0.7355,0.0818,True,True,1.0,155,day_proxy,21.0,14.73,36.2
0132100095786-90_81-411&442_616&530-628&524_432&514_404&433_600&443-0_0_32_7_33_32_28-117-33.jpg,皖A8H984,皖A8H984,True,0.8281,"[411, 442, 616, 530]","[415, 438, 620, 524]",0.859,0.0382,True,True,1.0,117,day_proxy,29.98,10.81,41.3
0132100095786-91_86-236&562_433&636-432&636_240&625_233&559_425&570-0_0_6_27_7_30_30-95-28.jpg,皖AG3H66,皖AG3H66,True,0.816,"[236, 562, 433, 636]","[234, 559, 429, 635]",0.9203,0.0211,True,True,1.0,95,night_proxy,18.28,10.84,29.62
0132183908046-87_90-266&443_459&518-464&507_270&522_260&458_454&443-0_15_20_23_33_24_24-125-13.jpg,皖RWZ900,皖RWZ900,True,0.8185,"[266, 443, 459, 518]","[265, 447, 458, 518]",0.9372,0.0159,True,True,1.0,125,day_proxy,33.08,14.03,47.65
0132183908046-93_83-184&467_378&536-370&536_191&529_192&466_371&473-0_0_21_27_27_24_1-171-26.jpg,皖AX330B,皖AX330B,True,0.7972,"[184, 467, 378, 536]","[174, 463, 378, 537]",0.8867,0.031,True,True,1.0,171,day_proxy,27.49,12.66,40.82
0132195881226-89_87-350&384_539&460-536&454_347&460_351&392_540&386-0_0_21_29_7_27_24-133-40.jpg,皖AX5H30,皖AX5H30,True,0.8124,"[350, 384, 539, 460]","[345, 387, 536, 459]",0.9095,0.0237,True,True,1.0,133,day_proxy,31.94,11.03,43.45
0132303639847-95_84-315&298_500&381-502&379_313&361_311&297_500&315-0_0_8_30_15_26_26-105-45.jpg,皖AJ6R22,皖AJ6R22,True,0.8115,"[315, 298, 500, 381]","[311, 297, 502, 377]",0.9123,0.0232,True,True,1.0,105,night_proxy,32.73,12.66,45.89
0132638888889-91_83-264&505_465&587-478&597_261&577_243&496_460&516-0_0_27_23_24_29_32-157-26.jpg,皖A3Z058,皖A3Z058,True,0.8244,"[264, 505, 465, 587]","[257, 508, 465, 585]",0.9093,0.024,True,True,1.0,157,day_proxy,26.15,12.62,39.2
013287835249-91_92-468&321_657&392-655&394_460&385_468&318_663&327-0_0_1_29_18_25_30-130-39.jpg,皖AB5U16,皖AB5U16,True,0.8126,"[468, 321, 657, 392]","[463, 322, 660, 394]",0.9205,0.0211,True,True,1.0,130,day_proxy,28.73,11.2,40.45
0133081896552-90_87-266&477_492&550-499&553_265&552_267&476_501&477-0_0_3_31_27_27_20-110-15.jpg,皖AD733W,皖AD733W,True,0.8381,"[266, 477, 492, 550]","[262, 477, 497, 554]",0.9117,0.0237,True,True,1.0,110,night_proxy,25.8,14.83,41.27
0133261494253-90_85-170&475_412&548-427&557_178&558_167&478_416&477-0_0_23_14_24_26_27-110-15.jpg,皖AZQ023,皖AZQ023,True,0.8378,"[170, 475, 412, 548]","[174, 478, 419, 558]",0.8085,0.0559,True,True,1.0,110,night_proxy,18.93,11.17,30.77
0133333333333-89_88-186&582_387&649-386&645_188&652_188&581_386&574-10_4_30_24_32_32_8-145-59.jpg,苏E6088J,苏E6088J,True,0.8164,"[186, 582, 387, 649]","[180, 576, 383, 652]",0.8409,0.046,True,True,1.0,145,day_proxy,34.32,10.48,45.34
0133512931034-93_83-188&427_376&504-378&500_191&497_192&427_379&430-0_0_27_15_30_29_32-128-15.jpg,皖A3R658,皖A3R658,True,0.8133,"[188, 427, 376, 504]","[189, 429, 374, 499]",0.8946,0.0267,True,True,1.0,128,day_proxy,25.36,12.12,38.25
0133680555555-90_89-316&521_547&604-553&598_335&594_333&523_551&527-0_0_26_27_25_16_29-62-16.jpg,皖A231S5,皖A231S5,True,0.8208,"[316, 521, 547, 604]","[330, 520, 554, 599]",0.8487,0.0408,True,True,1.0,62,night_proxy,32.23,18.3,51.15
0133836206897-90_85-181&484_404&556-423&561_183&555_173&481_413&487-0_0_3_32_26_32_9-110-15.jpg,皖AD828K,皖AD828K,True,0.8345,"[181, 484, 404, 556]","[175, 481, 419, 564]",0.7928,0.0617,True,True,1.0,110,night_proxy,28.3,10.78,39.74
0134099616858-91_86-273&478_485&555-484&554_268&542_271&475_487&487-0_0_17_26_29_26_22-84-15.jpg,皖AT252Y,皖AT252Y,True,0.8273,"[273, 478, 485, 555]","[268, 478, 482, 554]",0.9509,0.0127,True,True,1.0,84,night_proxy,37.13,11.03,48.71
0134267241379-91_91-203&552_402&619-398&622_205&628_203&551_396&545-0_0_22_7_28_28_30-86-25.jpg,皖AYH446,皖AYH446,True,0.8114,"[203, 552, 402, 619]","[205, 548, 396, 627]",0.819,0.0548,True,True,1.0,86,night_proxy,37.68,11.91,50.08
0134482758621-91_84-232&438_461&532-456&529_232&508_214&428_438&449-0_0_32_30_24_8_30-103-19.jpg,皖A860J6,皖A860J6,True,0.8353,"[232, 438, 461, 532]","[222, 434, 451, 531]",0.8714,0.0351,True,True,1.0,103,night_proxy,30.88,11.01,42.37
0134506704981-78_102-333&522_482&623-485&585_337&626_343&558_491&517-0_0_11_33_28_33_10-99-13.jpg,皖AM949L,皖AM949L,True,0.8443,"[333, 522, 482, 623]","[327, 521, 488, 626]",0.8902,0.03,True,True,1.0,99,night_proxy,30.01,13.07,43.83
0134530651341-90_85-216&380_445&443-440&445_222&435_213&367_431&377-0_0_12_29_24_31_22-90-57.jpg,皖AN507Y,皖AN507Y,True,0.8262,"[216, 380, 445, 443]","[217, 367, 436, 445]",0.779,0.0704,True,True,1.0,90,night_proxy,35.51,9.89,46.07
0134638409962-94_74-220&546_402&644-412&638_236&612_223&541_399&567-0_0_2_32_33_25_1-72-49.jpg,皖AC891B,皖AC891B,True,0.8184,"[220, 546, 402, 644]","[224, 546, 408, 638]",0.8906,0.029,True,True,1.0,72,night_proxy,32.17,14.66,47.38
0134674329502-100_82-231&468_402&556-396&561_232&524_234&463_398&500-0_0_19_20_26_26_24-91-28.jpg,皖AVW220,皖AVW220,True,0.8255,"[231, 468, 402, 556]","[230, 466, 399, 558]",0.935,0.0172,True,True,1.0,91,night_proxy,27.9,10.92,39.46
0134722222222-90_82-262&504_476&578-483&577_273&572_251&498_461&503-0_0_2_4_31_32_33-160-18.jpg,皖ACE789,皖ACE789,True,0.814,"[262, 504, 476, 578]","[261, 498, 473, 577]",0.8965,0.0283,True,True,1.0,160,day_proxy,21.68,9.98,32.07
0134770114943-90_86-251&541_467&613-474&611_256&611_258&542_476&542-0_0_20_28_33_30_22-91-43.jpg,皖AW496Y,皖AW496Y,True,0.8233,"[251, 541, 467, 613]","[256, 539, 473, 612]",0.9128,0.0231,True,True,1.0,91,night_proxy,17.62,10.32,28.54
0134865900383-87_99-253&486_457&549-453&554_249&562_264&487_468&479-0_0_6_10_27_24_27-97-24.jpg,皖AGL303,皖AGL303,True,0.8202,"[253, 486, 457, 549]","[253, 483, 459, 555]",0.8665,0.0382,True,True,1.0,97,night_proxy,23.18,10.2,34.09
0135021551724-91_84-238&292_425&374-431&372_244&358_237&290_424&304-0_0_7_32_32_27_13-46-47.jpg,皖AH883P,皖AH883P,True,0.8108,"[238, 292, 425, 374]","[236, 290, 431, 372]",0.9142,0.0229,True,True,1.0,46,night_proxy,23.3,10.4,34.35
0135021551724-93_81-266&378_484&451-487&468_267&445_261&372_481&395-0_0_17_19_25_33_25-83-22.jpg,皖ATV191,皖ATV191,True,0.8192,"[266, 378, 484, 451]","[260, 380, 481, 462]",0.8132,0.0548,True,True,1.0,83,night_proxy,22.05,11.19,33.79
0135117337165-90_90-252&502_462&564-462&568_243&566_245&492_464&494-0_0_8_29_24_26_32-107-35.jpg,皖AJ5028,皖AJ5028,True,0.8239,"[252, 502, 462, 564]","[244, 494, 459, 567]",0.8081,0.0575,True,True,1.0,107,night_proxy,23.88,11.0,35.4
0135117337165-91_88-248&373_463&452-462&454_239&450_243&368_466&372-0_0_23_30_33_24_12-114-41.jpg,皖AZ690N,皖AZ690N,True,0.829,"[248, 373, 463, 452]","[244, 371, 463, 452]",0.9575,0.011,True,True,1.0,114,day_proxy,55.29,9.49,65.01
0135129310345-90_89-258&501_466&576-469&571_257&578_257&510_469&503-0_0_27_29_15_29_29-115-38.jpg,皖A35R55,皖A35R55,True,0.8138,"[258, 501, 466, 576]","[254, 505, 468, 576]",0.9215,0.0205,True,True,1.0,115,day_proxy,25.03,10.43,35.83
0135129310345-92_79-218&439_465&509-476&517_217&510_201&434_460&441-0_0_14_31_29_25_33-66-99.jpg,皖AQ7519,皖AQ7519,True,0.8224,"[218, 439, 465, 509]","[211, 436, 461, 510]",0.9058,0.0254,True,True,1.0,66,night_proxy,21.64,10.42,32.42
0135165229885-90_90-309&459_536&527-532&525_305&528_307&453_534&450-0_0_29_29_26_6_26-101-20.jpg,皖A552G2,皖A552G2,True,0.833,"[309, 459, 536, 527]","[305, 451, 530, 527]",0.8584,0.0404,True,True,1.0,101,night_proxy,25.28,9.35,34.99
0135416666667-91_89-273&533_486&591-478&602_278&594_276&526_476&534-0_0_31_19_25_26_26-164-53.jpg,皖A7V122,皖A7V122,True,0.8114,"[273, 533, 486, 591]","[279, 529, 476, 599]",0.7763,0.0705,True,True,1.0,164,day_proxy,27.89,11.03,39.21
0135632183908-90_90-248&602_462&672-463&666_255&673_256&605_464&598-0_0_10_30_26_26_25-109-23.jpg,皖AL6221,皖AL6221,True,0.8358,"[248, 602, 462, 672]","[250, 602, 461, 671]",0.9719,0.0071,True,True,1.0,109,night_proxy,23.6,11.05,34.94
0135775862069-93_86-250&459_438&535-437&536_251&518_256&455_442&473-0_0_11_21_28_29_32-134-61.jpg,皖AMX458,皖AMX458,True,0.8185,"[250, 459, 438, 535]","[250, 456, 439, 534]",0.9444,0.0145,True,True,1.0,134,day_proxy,23.79,10.63,34.65
0135799808429-90_90-246&499_487&575-491&577_239&575_243&499_495&501-0_0_0_30_29_25_30-133-43.jpg,皖AA6516,皖AA6516,True,0.8365,"[246, 499, 487, 575]","[237, 499, 490, 578]",0.9164,0.0223,True,True,1.0,133,day_proxy,26.6,11.18,38.29
0135799808429-90_96-293&485_563&550-565&565_300&560_310&477_575&482-0_0_14_12_26_26_24-119-29.jpg,皖AQN220,皖AQN220,True,0.8392,"[293, 485, 563, 550]","[300, 478, 567, 566]",0.7137,0.0986,True,True,1.0,119,day_proxy,26.32,11.61,38.29
013584770115-89_87-213&524_416&606-425&593_215&608_209&538_419&523-0_0_23_14_31_27_24-111-21.jpg,皖AZQ730,皖AZQ730,True,0.8187,"[213, 524, 416, 606]","[210, 528, 419, 606]",0.9252,0.0196,True,True,1.0,111,day_proxy,29.63,11.12,41.14
013584770115-92_86-216&546_410&625-418&624_220&612_208&542_406&554-0_0_5_28_28_31_27-145-33.jpg,皖AF4473,皖AF4473,True,0.8104,"[216, 546, 410, 625]","[213, 543, 414, 623]",0.9071,0.0248,True,True,1.0,145,day_proxy,22.88,12.61,35.91
0136434386973-90_90-190&522_419&589-423&588_190&590_196&521_429&519-0_0_6_6_30_32_30-204-16.jpg,皖AGG686,皖AGG686,True,0.8143,"[190, 522, 419, 589]","[189, 523, 421, 585]",0.9143,0.0219,True,True,1.0,204,day_proxy,28.47,11.62,40.54
0136578065134-90_91-239&501_444&575-444&576_245&572_253&497_452&501-0_0_1_25_28_32_1-59-12.jpg,皖AB148B,皖AB148B,True,0.8078,"[239, 501, 444, 575]","[238, 495, 446, 577]",0.8894,0.0307,True,True,1.0,59,night_proxy,20.37,11.71,32.44
0136709770115-90_89-215&413_398&495-407&477_216&497_217&423_408&403-0_0_12_26_28_31_26-151-17.jpg,皖AN2472,皖AN2472,True,0.8266,"[215, 413, 398, 495]","[212, 413, 404, 494]",0.942,0.0153,True,True,1.0,151,day_proxy,23.8,10.07,34.32
0136805555555-90_89-273&454_488&529-503&526_273&533_265&458_495&451-0_0_10_26_24_32_33-168-21.jpg,皖AL2089,皖AL2089,True,0.8336,"[273, 454, 488, 529]","[270, 455, 496, 530]",0.9269,0.0195,True,True,1.0,168,day_proxy,23.92,10.26,34.58
0136973180076-91_87-335&383_552&449-553&465_335&457_332&389_550&397-0_0_18_12_31_29_29-141-33.jpg,皖AUN755,皖AUN755,True,0.8342,"[335, 383, 552, 449]","[333, 388, 549, 467]",0.7121,0.0929,True,True,1.0,141,day_proxy,22.58,10.79,33.8
0137045019157-95_71-266&506_478&586-487&607_270&582_254&508_471&533-0_0_27_0_33_33_27-134-41.jpg,皖A3A993,皖A3A993,True,0.8421,"[266, 506, 478, 586]","[268, 518, 475, 595]",0.7478,0.0715,True,True,1.0,134,day_proxy,24.89,13.66,38.95
0137068965517-90_74-233&491_489&560-486&564_267&561_239&485_458&488-0_0_7_27_18_27_25-74-51.jpg,皖AH3U31,皖AH3U31,True,0.8313,"[233, 491, 489, 560]","[247, 484, 481, 566]",0.7798,0.0686,True,True,1.0,74,night_proxy,22.55,10.24,33.1
0137068965517-98_86-283&516_462&608-449&599_294&577_300&521_455&543-0_0_2_0_24_29_27-90-31.jpg,皖ACA053,皖ACA053,True,0.8173,"[283, 516, 462, 608]","[291, 522, 454, 601]",0.7819,0.0577,True,True,1.0,90,night_proxy,30.96,10.39,41.65
0137164750958-91_89-298&532_492&613-485&610_298&601_297&530_484&539-0_0_31_31_30_6_30-90-170.jpg,皖A776G6,皖A776G6,True,0.8175,"[298, 532, 492, 613]","[299, 534, 486, 610]",0.9044,0.0245,True,True,1.0,90,night_proxy,21.49,10.78,32.79
0137176724138-89_88-164&476_393&545-402&550_169&552_164&477_397&475-0_0_17_26_24_27_24-105-22.jpg,皖AT2030,皖AT2030,True,0.8132,"[164, 476, 393, 545]","[161, 477, 399, 547]",0.922,0.0207,True,True,1.0,105,night_proxy,28.8,10.57,39.68
0137176724138-94_85-214&503_406&582-409&585_218&565_215&499_406&519-0_0_31_19_26_27_26-131-51.jpg,皖A7V232,皖A7V232,True,0.8284,"[214, 503, 406, 582]","[216, 501, 409, 586]",0.9062,0.0255,True,True,1.0,131,day_proxy,19.18,10.64,30.13
0137212643678-90_87-246&494_450&576-459&576_249&575_243&492_453&493-0_0_21_0_32_33_32-165-30.jpg,皖AXA898,皖AXA898,True,0.8286,"[246, 494, 450, 576]","[239, 493, 454, 577]",0.9262,0.0196,True,True,1.0,165,day_proxy,23.12,10.29,33.73
0137212643678-90_89-261&510_468&579-473&578_274&579_277&504_476&503-0_0_2_29_19_32_32-86-60.jpg,皖AC5V88,皖AC5V88,True,0.8181,"[261, 510, 468, 579]","[272, 504, 472, 578]",0.846,0.0435,True,True,1.0,86,night_proxy,36.91,10.66,47.99
0137224616858-83_97-286&463_453&540-458&522_294&544_290&477_454&455-0_0_2_3_26_26_26-114-39.jpg,皖ACD222,皖ACD222,True,0.8097,"[286, 463, 453, 540]","[288, 463, 455, 537]",0.9387,0.0157,True,True,1.0,114,day_proxy,25.79,10.57,36.71
0137332375479-93_79-264&417_472&481-466&486_258&470_256&404_464&420-0_0_31_32_32_7_25-95-31.jpg,皖A788H1,皖A788H1,True,0.818,"[264, 417, 472, 481]","[257, 405, 463, 486]",0.7378,0.0856,True,True,1.0,95,night_proxy,24.97,10.4,35.68
01375-90_87-250&504_468&572-480&575_259&573_258&499_479&501-0_0_30_21_29_29_32-168-37.jpg,皖A6X558,皖A6X558,True,0.8125,"[250, 504, 468, 572]","[258, 500, 473, 575]",0.8567,0.0406,True,True,1.0,168,day_proxy,31.12,15.14,46.66
01375-94_77-281&481_472&564-471&569_299&554_288&489_460&504-0_0_27_30_29_19_31-133-73.jpg,皖A365V7,皖A365V7,True,0.804,"[281, 481, 472, 564]","[290, 490, 470, 568]",0.8037,0.0536,True,True,1.0,133,day_proxy,26.15,12.21,38.88
0137631704981-90_79-222&502_432&581-440&576_227&584_203&511_416&503-0_0_27_33_25_3_25-93-63.jpg,皖A391D1,皖A391D1,True,0.8295,"[222, 502, 432, 581]","[214, 504, 432, 581]",0.9398,0.0159,True,True,1.0,93,night_proxy,23.65,10.45,34.41
0137751436781-90_87-167&508_398&590-384&585_167&584_168&513_385&514-0_0_17_31_13_33_33-52-12.jpg,皖AT7P99,皖AT7P99,True,0.8279,"[167, 508, 398, 590]","[164, 508, 385, 587]",0.898,0.0265,True,True,1.0,52,night_proxy,23.4,11.33,35.21
0138194444445-90_95-161&459_390&529-371&517_180&525_180&464_371&456-0_0_15_21_24_31_24-115-27.jpg,皖ARX070,皖ARX070,True,0.806,"[161, 459, 390, 529]","[176, 458, 370, 524]",0.7772,0.0596,True,True,1.0,115,day_proxy,28.59,10.6,39.62
0138218390805-90_94-237&535_489&598-494&613_228&607_233&526_499&532-0_0_21_11_24_30_30-69-23.jpg,皖AXM066,皖AXM066,True,0.8309,"[237, 535, 489, 598]","[226, 531, 491, 604]",0.8207,0.0526,True,True,1.0,69,night_proxy,23.77,10.94,35.05
0138409961686-86_96-437&549_617&638-615&613_448&632_452&571_619&552-0_0_15_32_0_27_32-83-26.jpg,皖AR8A38,皖AR8A38,True,0.811,"[437, 549, 617, 638]","[441, 550, 617, 633]",0.9119,0.0224,True,True,1.0,83,night_proxy,28.81,11.31,40.59
0138529693486-87_94-348&361_537&439-543&424_351&438_349&371_541&357-0_0_32_33_24_15_25-156-11.jpg,皖A890R1,皖A890R1,True,0.8159,"[348, 361, 537, 439]","[347, 362, 541, 436]",0.9255,0.0194,True,True,1.0,156,day_proxy,20.03,11.22,31.6
0138541666667-89_89-185&531_411&592-404&585_192&604_194&538_406&519-0_0_7_33_10_33_32-23-19.jpg,皖AH9L98,皖AH9L98,True,0.8071,"[185, 531, 411, 592]","[190, 525, 399, 593]",0.8361,0.0475,True,True,1.0,23,night_proxy,25.09,11.02,36.58
0138697318007-93_86-253&498_444&574-449&579_260&570_264&500_453&509-0_0_29_27_24_10_29-116-41.jpg,皖A530L5,皖A530L5,True,0.8173,"[253, 498, 444, 574]","[257, 502, 447, 574]",0.9139,0.0223,True,True,1.0,116,day_proxy,29.37,11.31,41.19
013897270115-90_86-231&466_470&531-471&533_247&536_246&467_470&464-0_0_30_33_26_5_32-73-31.jpg,皖A692F8,皖A692F8,True,0.8246,"[231, 466, 470, 531]","[240, 459, 471, 540]",0.7748,0.072,True,True,1.0,73,night_proxy,28.73,16.28,45.71
0139104406131-96_73-242&521_403&617-416&620_253&589_232&516_395&547-0_0_32_31_24_17_31-82-38.jpg,皖A870T7,皖A870T7,True,0.8223,"[242, 521, 403, 617]","[237, 520, 413, 619]",0.8871,0.0311,True,True,1.0,82,night_proxy,29.02,11.12,40.52
0139307950191-89_92-327&424_524&504-524&496_341&498_344&427_527&425-9_0_30_14_24_27_30-157-27.jpg,黑A6Q036,黑A6Q036,True,0.8171,"[327, 424, 524, 504]","[336, 426, 524, 499]",0.8708,0.0333,True,True,1.0,157,day_proxy,32.83,10.7,43.87
0139583333333-90_89-239&379_461&444-463&447_242&447_243&368_464&368-0_0_29_33_9_31_31-165-24.jpg,皖A59K77,皖A59K77,True,0.8259,"[239, 379, 461, 444]","[242, 371, 458, 445]",0.8575,0.0414,True,True,1.0,165,day_proxy,28.62,11.05,40.05
0139870689655-90_83-195&506_406&585-417&585_197&571_182&496_402&510-0_0_15_27_11_24_25-143-19.jpg,皖AR3M01,皖AR3M01,True,0.8302,"[195, 506, 406, 585]","[194, 502, 409, 581]",0.8876,0.0301,True,True,1.0,143,day_proxy,36.42,10.65,47.65
0139870689655-91_86-251&469_454&538-451&538_256&538_258&471_453&471-0_0_6_17_25_33_30-101-9.jpg,皖AGT196,皖AGT196,True,0.8163,"[251, 469, 454, 538]","[255, 471, 449, 538]",0.928,0.0183,True,True,1.0,101,night_proxy,28.69,10.24,39.34
0140038314176-92_82-290&423_489&505-496&509_293&491_288&419_491&437-0_0_22_25_11_25_27-174-30.jpg,皖AY1M13,皖AY1M13,True,0.8358,"[290, 423, 489, 505]","[291, 424, 492, 506]",0.9568,0.0111,True,True,1.0,174,day_proxy,20.06,11.05,31.41
0140086206897-90_89-212&545_428&609-437&621_215&617_210&542_432&546-0_0_33_15_27_32_31-140-23.jpg,皖A9R387,皖A9R387,True,0.829,"[212, 545, 428, 609]","[212, 544, 432, 620]",0.8268,0.0515,True,True,1.0,140,day_proxy,26.51,10.3,37.18
